1.9924763	-13.5818815	-4.169523
10.585255	8.684374	5.354691
4.303656	4.1019626	-8.877202
13.903858	-21.407978	-2.2629604
11.557118	-12.136428	5.0181994
-6.588989	7.133566	6.820707
-5.622365	-10.013881	-9.113509
1.6813308	10.882716	-12.313956
8.549231	-14.437232	-2.4359906
8.453088	4.063444	-1.6642965
6.6949825	0.16797113	-9.708676
-5.4156437	-9.455442	-8.491706
10.757584	-13.985056	3.877151
8.387681	-18.954735	-1.0400656
9.690617	-12.083676	6.5857835
10.49594	8.889602	5.636487
6.654151	-0.035383143	-8.304105
6.6715255	-17.975504	-1.4343917
13.023036	-17.716196	3.2815745
6.439483	-17.613188	-2.4082978
12.373661	-17.996996	2.741493
10.496251	8.8909445	5.636612
-1.2191478	6.458311	3.5413866
8.4636135	-5.3174887	-9.626059
5.0629187	-6.354139	6.6784296
-2.4449675	-3.2113085	-5.5992165
8.463574	-5.3174815	-9.626054
2.3973126	0.5736231	9.993644
-4.095557	-12.275044	-3.6293964
7.073068	3.0823717	2.3682296
13.593935	-15.5603485	5.8010626
8.451104	4.0607433	-1.6691071
8.325537	-7.2303576	-9.090242
-3.0026915	6.3469896	-14.462574
2.6540422	7.032728	-4.9388113
10.264707	-20.439676	-1.1164318
5.3123064	0.6314883	-13.251964
-7.2823925	-2.1871395	5.6169286
9.846471	-20.81839	-0.46747056
2.0112572	-3.7049768	4.369905
10.36811	-15.570611	5.427539
12.623452	-17.605007	2.9030175
10.496062	8.88957	5.6360903
-15.504529	9.164581	-5.1924415
4.2875724	-8.330811	9.771414
10.223624	7.198979	5.864993
4.0430274	-6.298132	13.16449
-5.422728	-3.5143437	12.2009325
6.3729215	4.6436467	0.08470623
4.897894	0.94201875	-11.930828
5.3481154	6.139876	-1.3832518
6.752869	-0.025184685	-9.589222
11.785581	-15.54479	4.7622237
8.588278	-17.788395	0.03297068
-8.3813925	-3.7157342	12.35151
2.634888	5.59555	5.9239473
-8.171413	4.382035	-7.79922
12.087074	-17.40108	5.9867544
-8.817773	-1.3549135	14.952166
9.846471	-20.81839	-0.46747056
3.1470015	5.6639895	5.776936
2.6423383	-6.7128854	14.271295
-5.737545	-3.5994186	12.409797
1.5187693	4.4439454	-1.7972839
-5.8021245	0.3334119	9.863199
18.596876	-5.955253	0.37484288
1.9924763	-13.5818815	-4.169523
-6.0013866	7.271488	7.000917
-9.638659	-4.901712	4.795645
-3.395418	-7.5269313	11.036493
12.500968	-16.626514	4.409358
-2.9346328	-6.4274354	10.116289
-3.023017	-0.426331	14.976105
9.839975	-5.9367733	4.047582
7.0736804	-0.5812267	-5.8368554
-8.518479	-5.473996	9.760234
-7.363002	-7.0875	10.460501
2.9136236	5.399858	-10.745993
6.8261456	-7.8850603	5.0547924
5.5415297	-19.903872	2.371662
6.2359767	-17.88785	-1.4888524
8.677642	-14.130556	-2.3115242
5.4738364	-18.005238	-1.3730189
5.7760797	-17.542557	-1.6029495
-3.5668063	-16.600908	-3.0245018
8.624231	-16.74529	-1.7829585
-8.845457	-1.3592335	14.975326
-8.385866	-2.8731344	13.197449
12.098481	-20.652178	0.58132005
6.427523	-19.444181	3.7582276
-10.60305	10.122982	1.8689493
-0.74091095	7.500668	-12.141419
6.998537	-3.471932	-2.7981105
3.5516462	-5.6296577	10.960817
-0.7343049	-15.745942	-4.4796557
-8.413065	-3.2259915	12.874344
-1.5058036	9.885798	-10.231708
2.0335348	-3.2383425	-3.7719104
-11.891124	10.3590765	3.7477791
8.337988	-4.900348	-9.884511
12.577058	-20.236933	2.7193646
-11.871235	1.5310794	-0.09445191
12.357226	-18.354904	2.2497838
1.4622142	11.632817	0.12853825
0.1161753	7.072093	-14.261131
-5.014036	2.0946133	10.811792
6.3821898	6.621436	0.29928657
-14.937053	6.331392	3.9145114
5.639778	-2.8147762	-0.02666647
11.748116	-19.874966	0.8595974
